118.40100098,-239.97399902,35.83974838
118.12374878,-239.41275024,35.60599899
118.35025024,-240.15225220,35.88949966
118.09124756,-239.62724304,35.66775131
117.79675293,-239.03074646,35.42950058
117.59725189,-238.62675476,35.22674942
117.35299683,-238.13224792,35.01150131
118.16425323,-240.10374451,35.83800125
117.84400177,-239.45449829,35.59775162
117.61550140,-238.99075317,35.38600159
117.36550140,-238.48374939,35.16825104
116.95525360,-237.65100098,34.90325165
117.96624756,-240.06250000,35.78549957
117.64450073,-239.40899658,35.54475021
117.42024994,-238.95350647,35.33449936
117.09275055,-238.28799438,35.09349823
116.71624756,-237.52275085,34.83874893
116.52600098,-237.13650513,34.64049911
116.32649994,-236.73150635,34.43975067
117.78575134,-239.98849487,35.75825119
117.52324677,-239.45474243,35.53549957
117.28450012,-238.96875000,35.32049942
116.91300201,-238.21299744,35.06000137
116.62075043,-237.61849976,34.83050156
116.43499756,-237.24099731,34.63349915
116.22000122,-236.80400085,34.43450165
115.89324951,-236.13900757,34.19049835
115.58850098,-235.51899719,33.95999908
117.65325165,-240.05924988,35.76974869
117.42800140,-239.60049438,35.55825043
117.14924622,-239.03300476,35.33124924
116.78399658,-238.28875732,35.07225037
116.51599884,-237.74525452,34.85025024
116.32624817,-237.35675049,34.65150070
116.10025024,-236.89625549,34.44274902
115.79699707,-236.28074646,34.21849823
115.49874878,-235.67100525,33.98324966
115.27100372,-235.20950317,33.77624893
117.48950195,-240.07325745,35.71300125
117.22374725,-239.53125000,35.48925018
116.92275238,-238.91700745,35.26200104
116.55725098,-238.17124939,35.00325012
116.34100342,-237.73025513,34.80300140
116.11225128,-237.26400757,34.59299850
115.86499786,-236.75950623,34.37149811
115.59549713,-236.21000671,34.15074921
115.32174683,-235.65174866,33.92950058
116.99375153,-239.32449341,35.40449905
116.70525360,-238.73524475,35.17475128
116.41850281,-238.14950562,34.94625092
116.14350128,-237.59049988,34.71575165
115.91925049,-237.13000488,34.51350021
115.66374969,-236.60824585,34.29624939
115.40474701,-236.08200073,34.07899857
113.79750061,-232.79525757,33.45925140
115.17475128,-235.61274719,33.86425018
116.50250244,-238.62974548,35.13525009
116.29225159,-238.20025635,34.92350006
115.98149872,-237.56474304,34.68849945
115.76699829,-237.12625122,34.48274994
115.52400208,-236.62950134,34.27574921
115.27375031,-236.11799622,34.05450058
113.73925018,-232.97575378,33.46224976
115.07050323,-235.70225525,33.85374832
113.51225281,-232.51174927,33.25699997
113.27324677,-232.02275085,33.04850006
115.85075378,-237.66125488,34.68925095
115.63349915,-237.21675110,34.48274994
115.36225128,-236.66099548,34.25424957
115.09825134,-236.12049866,34.03525162
113.57824707,-233.00300598,33.44699860
113.36450195,-232.56575012,33.25175095
113.11775208,-232.06025696,33.04100037
112.92299652,-231.66200256,32.84000015
112.70525360,-231.21549988,32.64524841
115.09874725,-236.40324402,34.11175156
113.53025055,-233.17974854,33.50775146
114.87000275,-235.93150330,33.90325165
113.36125183,-232.83624268,33.31949997
113.15975189,-232.42300415,33.12174988
112.91525269,-231.92199707,32.91225052
112.69499969,-231.47050476,32.71649933
112.43949890,-230.94650269,32.49850082
112.24900055,-230.55624390,32.29999924
112.13925171,-230.33175659,32.13750076
112.10649872,-230.26524353,31.99099922
112.13674927,-230.32800293,31.86274910
112.16674805,-230.39074707,31.74049950
112.21150208,-230.48374939,31.60975075
112.05574799,-230.16450500,31.42275047
114.70200348,-235.90400696,33.85649872
113.23149872,-232.88099670,33.28374863
114.50250244,-235.49475098,33.65724945
113.09149933,-232.59375000,33.10400009
112.77275085,-231.93899536,32.87274933
112.57150269,-231.52575684,32.67625046
112.28050232,-230.92825317,32.44800186
112.09600067,-230.55000305,32.26374817
111.99424744,-230.34124756,32.09749985
112.00325012,-230.36099243,31.95675087
112.03350067,-230.42425537,31.83449936
112.08049774,-230.52125549,31.70450020
112.08799744,-230.53750610,31.56949997
111.90225220,-230.15649414,31.38050079
111.68049622,-229.70150757,31.18174934
111.46250153,-229.25375366,30.98450089
113.00624847,-232.76025391,33.09024811
114.05249786,-234.91525269,33.39649963
112.73549652,-232.20350647,32.87900162
113.84100342,-234.48049927,33.20149994
112.51574707,-231.75175476,32.67699814
